company,tier,primary_source,valuation_b_latest,valuation_usd,funding_original_usd,funding_audited_usd,funding_audit_flag,industry_raw,industry_group,country,continent,city,founded_year,date_joined_unicorn,unicorn_year,era,years_to_unicorn,years_to_unicorn_flag,outcome,investors,investor_count,accelerator,in_yc,in_techstars,in_500global,valuation_asof,exit_date,exit_reason,exit_valuation_b,funding_total_usd,funding_rounds,first_funding_at,last_funding_at,status_asof,batch,batch_year,team_size,funding_stage,date_joined_parsed,is_unicorn_history,_ingested_at,_source_file,select_investor_count,is_unicorn
Quantum Metric,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,226000000000.0,226000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Colorado Springs,2015.0,1/7/2021,2021.0,2021,6.0,,operating,"Insight Partners, Bain Capital Ventures",2.0,,False,False,False,2026-07,,,,226000000000.0,,,,,,,,,2021-01-07,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,1
News Break,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,151000000000.0,151000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,United States,North America,Mountain View,2015.0,1/7/2021,2021.0,2021,6.0,,operating,"IDG Capital, Francisco Partners, ZhenFund",3.0,,False,False,False,2026-07,,,,151000000000.0,,,,,,,,,2021-01-07,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
MadeiraMadeira,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,336000000000.0,336000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,Brazil,South America,Curitiba,2009.0,1/7/2021,2021.0,2021,12.0,,operating,"Flybridge Capital Partners, SoftBank Group, Monashees+",3.0,,False,False,False,2026-07,,,,336000000000.0,,,,,,,,,2021-01-07,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
PPRO,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,370000000000.0,370000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United Kingdom,Europe,London,2006.0,1/19/2021,2021.0,2021,15.0,,operating,"Wellington Management, Eurazeo, Citi Ventures",3.0,,False,False,False,2026-07,,,,370000000000.0,,,,,,,,,2021-01-19,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Splashtop,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,114000000000.0,114000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Jose,2006.0,1/27/2021,2021.0,2021,15.0,,operating,"Storm Ventures, DFJ DragonFund, New Enterprise Associates",3.0,,False,False,False,2026-07,,,,114000000000.0,,,,,,,,,2021-01-27,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Axiom Space,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,150000000000.0,150000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,United States,North America,Houston,2016.0,2/16/2021,2021.0,2021,5.0,,operating,"C5 Capital, Hemisphere Ventures, The Venture Collective",3.0,,False,False,False,2026-07,,,,150000000000.0,,,,,,,,,2021-02-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Locus Robotics,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,299000000000.0,299000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,United States,North America,Wilmington,2014.0,2/17/2021,2021.0,2021,7.0,,operating,"Scale Venture Partners, Bond, Tiger Global Management",3.0,,False,False,False,2026-07,,,,299000000000.0,,,,,,,,,2021-02-17,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Standard AI,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,,,missing_funding,Consumer & Retail,AI & Data,United States,North America,San Francisco,,2/17/2021,2021.0,2021,,,operating,"CRV, Y Combinator, Initialized Capital",3.0,,True,False,False,2026-07,,,,,,,,,,,,,2021-02-17,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Newsela,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,172000000000.0,172000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,New York,2013.0,2/25/2021,2021.0,2021,8.0,,operating,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",3.0,,False,True,False,2026-07,,,,172000000000.0,,,,,,,,,2021-02-25,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Aqua Security,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,265000000000.0,265000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,Israel,Asia,Ramat Gan,2015.0,3/10/2021,2021.0,2021,6.0,,operating,"TLV Partners, Lightspeed Venture Partners, M12",3.0,,False,False,False,2026-07,,,,265000000000.0,,,,,,,,,2021-03-10,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
PatSnap,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,352000000000.0,352000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United Kingdom,Europe,London,2007.0,3/16/2021,2021.0,2021,14.0,,operating,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",3.0,,False,False,False,2026-07,,,,352000000000.0,,,,,,,,,2021-03-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Evidation,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,259000000000.0,259000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,United States,North America,San Mateo,2012.0,3/22/2021,2021.0,2021,9.0,,operating,"B Capital Group,, GE Ventures, McKesson Ventures",3.0,,False,False,False,2026-07,,,,259000000000.0,,,,,,,,,2021-03-22,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Cameo,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,165000000000.0,165000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,United States,North America,Chicago,2016.0,3/30/2021,2021.0,2021,5.0,,operating,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",3.0,,False,False,False,2026-07,,,,165000000000.0,,,,,,,,,2021-03-30,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Hyperchain,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,249000000000.0,249000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,China,Asia,Hangzhou,2016.0,4/11/2021,2021.0,2021,5.0,,operating,"Yinhong Equity Investment Fund, E Fund, Ideal International",3.0,,False,False,False,2026-07,,,,249000000000.0,,,,,,,,,2021-04-11,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
The Zebra,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,257000000000.0,257000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Insurance,Fintech,United States,North America,Austin,2012.0,4/12/2021,2021.0,2021,9.0,,operating,"Silverton Partners, Accel, Ballast Point Ventures",3.0,,False,False,False,2026-07,,,,257000000000.0,,,,,,,,,2021-04-12,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Fiture,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,391000000000.0,391000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,China,Asia,Chengdu,2019.0,4/14/2021,2021.0,2021,2.0,,operating,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital",3.0,,False,False,False,2026-07,,,,391000000000.0,,,,,,,,,2021-04-14,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Injective,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,,,missing_funding,Financial Services,Fintech,United States,North America,New York,,4/20/2021,2021.0,2021,,,operating,"Pantera Capital, Cadenza Ventures, BlockTower Capital",3.0,,False,False,False,2026-07,,,,,,,,,,,,,2021-04-20,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Sift,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,157000000000.0,157000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,San Francisco,2011.0,4/22/2021,2021.0,2021,10.0,,operating,"Union Square Ventures, Insight Partners, Spark Capital",3.0,,True,False,False,2026-07,,,,157000000000.0,,,,,,,,,2021-04-22,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Teya,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,,,missing_funding,Financial Services,Fintech,United Kingdom,Europe,London,,4/9/2021,2021.0,2021,,,operating,"Tiger Global Management, Hedosophia",2.0,,False,False,False,2026-07,,,,,,,,,,,,,2021-04-09,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,2,1
Capsule,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,570000000000.0,570000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,United States,North America,New York,2016.0,4/28/2021,2021.0,2021,5.0,,operating,"Thrive Capital, Durable Capital Partners, G Squared",3.0,,True,False,False,2026-07,,,,570000000000.0,,,,,,,,,2021-04-28,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
MOLOCO,unicorn_current,CB Insights unicorn list (2026-07),1.5,1500000000.0,192000000000.0,192000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Redwood City,2013.0,4/29/2021,2021.0,2021,8.0,,operating,"Smilegate Investment, DSC Investments, KTB Ventures",3.0,,False,False,False,2026-07,,,,192000000000.0,,,,,,,,,2021-04-29,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Mux,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,174000000000.0,174000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,United States,North America,San Francisco,2015.0,4/30/2021,2021.0,2021,6.0,,operating,"Accel, Cobalt Capital, Andreessen Horowitz",3.0,,True,False,False,2026-07,,,,174000000000.0,,,,,,,,,2021-04-30,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
XForcePlus,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,200000000000.0,200000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,China,Asia,Shanghai,2015.0,6/1/2021,2021.0,2021,6.0,,operating,"Eastern Bell Capital, Danhua Capital, MSA Capital",3.0,,False,False,False,2026-07,,,,200000000000.0,,,,,,,,,2021-06-01,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Augustinus Bader,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,,,missing_funding,Consumer & Retail,AI & Data,United Kingdom,Europe,London,,11/9/2022,2022.0,Post-2021,,,operating,General Atlantic,1.0,,False,False,False,2026-07,,,,,,,,,,,,,2022-11-09,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,1
Shift,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,545000000000.0,545000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Insurance,Fintech,France,Europe,Paris,2014.0,5/6/2021,2021.0,2021,7.0,,operating,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",3.0,,True,False,False,2026-07,,,,545000000000.0,,,,,,,,,2021-05-06,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Zihaiguo,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,80000000000.0,80000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,China,Asia,Chongqing,2018.0,5/6/2021,2021.0,2021,3.0,,operating,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China",3.0,,False,False,False,2026-07,,,,80000000000.0,,,,,,,,,2021-05-06,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Forte Labs,unicorn_current,CB Insights unicorn list (2026-07),1.73,1730000000.0,910000000000.0,910000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Media & Entertainment,AI & Data,United States,North America,San Francisco,2018.0,5/12/2021,2021.0,2021,3.0,,operating,"Iris Capital, Accel, Elaia Partners",3.0,,False,False,False,2026-07,,,,910000000000.0,,,,,,,,,2021-05-12,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Axtria,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,206000000000.0,206000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,United States,North America,Berkeley Heights,2009.0,5/13/2021,2021.0,2021,12.0,,operating,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India",3.0,,False,False,False,2026-07,,,,206000000000.0,,,,,,,,,2021-05-13,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Vise,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,128000000000.0,128000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,United States,North America,New York,2016.0,5/18/2021,2021.0,2021,5.0,,operating,"Sequoia Capital, Founders Fund, Bling Capital",3.0,,False,False,False,2026-07,,,,128000000000.0,,,,,,,,,2021-05-18,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Printful,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,130000000000.0,130000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Consumer & Retail,AI & Data,United States,North America,Charlotte,2016.0,5/24/2021,2021.0,2021,5.0,,operating,Bregal Sagemount,1.0,,False,False,False,2026-07,,,,130000000000.0,,,,,,,,,2021-05-24,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,1,1
Matrixport,unicorn_current,CB Insights unicorn list (2026-07),1.05,1050000000.0,100000000000.0,100000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Financial Services,Fintech,Singapore,Asia,,2019.0,6/1/2021,2021.0,2021,2.0,,operating,"Dragonfly Captial, Qiming Venture Partners, DST Global",3.0,,False,False,False,2026-07,,,,100000000000.0,,,,,,,,,2021-06-01,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Shippo,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,154000000000.0,154000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,United States,North America,San Francisco,2013.0,6/2/2021,2021.0,2021,8.0,,operating,"Version One Ventures, Uncork Capital, Bessemer Venture Partners",3.0,,False,False,False,2026-07,,,,154000000000.0,,,,,,,,,2021-06-02,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
LetsGetChecked,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,263000000000.0,263000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Healthcare & Life Sciences,Health & Bio,United States,North America,New York,2015.0,6/7/2021,2021.0,2021,6.0,,operating,"Optum Ventures, Qiming Venture Partners, Transformation Capital",3.0,,False,False,False,2026-07,,,,263000000000.0,,,,,,,,,2021-06-07,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
EcoFlow,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,105000000000.0,105000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,China,Asia,Shenzhen,2017.0,6/10/2021,2021.0,2021,4.0,,operating,"Delian Capital, China International Capital Corporation, Sequoia Capital China",3.0,,False,False,False,2026-07,,,,105000000000.0,,,,,,,,,2021-06-10,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Carro,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,595000000000.0,595000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Industrials,Hardware & Industrials,Singapore,Asia,,2015.0,6/14/2021,2021.0,2021,6.0,,operating,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures",3.0,,False,False,False,2026-07,,,,595000000000.0,,,,,,,,,2021-06-14,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Tractable,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,120000000000.0,120000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Insurance,Fintech,United Kingdom,Europe,London,2014.0,6/16/2021,2021.0,2021,7.0,,operating,"Insight Partners, Ignition Partners, Georgian Partners",3.0,,False,False,False,2026-07,,,,120000000000.0,,,,,,,,,2021-06-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Xiaoe Tech,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,149000000000.0,149000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,China,Asia,Shenzhen,2015.0,6/15/2021,2021.0,2021,6.0,,operating,"GGV Capital, Hillhouse Capital Management, IDG Capital",3.0,,False,False,False,2026-07,,,,149000000000.0,,,,,,,,,2021-06-15,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
Bringg,unicorn_current,CB Insights unicorn list (2026-07),1.0,1000000000.0,185000000000.0,185000000.0,unit_suspect_unicorn_funding_gt_valuation_working_divide_by_1000,Enterprise Tech,Enterprise Software,Israel,Asia,Tel Aviv,2013.0,6/16/2021,2021.0,2021,8.0,,operating,"Salesforce Ventures, next47, Pereg Ventures",3.0,,False,False,False,2026-07,,,,185000000000.0,,,,,,,,,2021-06-16,1,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,3,1
